comparison,FEATURE_ID,c1_num_reps,counts_c1_g1_rep1,counts_c1_g2_rep1,counts_c1_both_rep1,counts_c1_g1_rep2,counts_c1_g2_rep2,counts_c1_both_rep2,counts_c1_g1_rep3,counts_c1_g2_rep3,counts_c1_both_rep3,prior_c1_g1,prior_c1_g2,c1_flag_analyze,c2_num_reps,counts_c2_g1_rep1,counts_c2_g2_rep1,counts_c2_both_rep1,counts_c2_g1_rep2,counts_c2_g2_rep2,counts_c2_both_rep2,counts_c2_g1_rep3,counts_c2_g2_rep3,counts_c2_both_rep3,prior_c2_g1,prior_c2_g2,c2_flag_analyze
line,fusion_id,3,5,7,3719,7,8,3124,4,11,4008,0.8,0.8,1,3,1,9,4209,11,8,4002,6,8,3529,0.8,0.8,1
line,fusion_id,3,9,6,3975,3,11,3123,9,8,4304,0.8,0.8,1,3,10,5,4431,6,12,3946,7,6,3748,0.8,0.8,1
line,fusion_id,3,11,10,5104,11,6,3260,3,7,3902,0.8,0.8,1,3,6,8,3784,10,9,4383,8,12,3647,0.8,0.8,1
line,fusion_id,3,9,11,3452,11,10,3444,9,7,3887,0.8,0.8,1,3,6,10,3475,6,5,4738,12,9,3062,0.8,0.8,1
line,fusion_id,3,9,4,4292,10,6,3875,7,6,4285,0.8,0.8,1,3,8,7,3641,11,11,4284,8,8,4048,0.8,0.8,1
line,fusion_id,3,7,10,5311,11,16,5104,9,6,3037,0.8,0.8,1,3,8,10,4419,8,7,4220,11,9,4789,0.8,0.8,1
line,fusion_id,3,10,10,4317,9,8,2917,9,11,4023,0.8,0.8,1,3,8,12,4182,8,8,4308,18,8,3622,0.8,0.8,1
line,fusion_id,3,11,13,3865,8,8,3716,10,6,2880,0.8,0.8,1,3,13,4,4810,3,7,4171,7,9,2551,0.8,0.8,1
line,fusion_id,3,2,14,3043,7,9,4428,10,10,3423,0.8,0.8,1,3,2,8,3674,8,5,3639,7,12,3966,0.8,0.8,1
line,fusion_id,3,5,5,4919,7,8,4404,8,9,3891,0.8,0.8,1,3,6,6,3569,6,8,3473,8,12,4062,0.8,0.8,1
line,fusion_id,3,12,14,3966,11,5,3946,12,10,3969,0.8,0.8,1,3,5,5,4164,7,3,4229,6,10,3969,0.8,0.8,1
line,fusion_id,3,8,9,3358,7,11,4235,6,12,3710,0.8,0.8,1,3,6,14,3798,6,8,3901,13,4,4204,0.8,0.8,1
line,fusion_id,3,12,9,5874,6,6,4473,15,10,3853,0.8,0.8,1,3,8,8,3534,11,8,4233,6,3,3299,0.8,0.8,1
line,fusion_id,3,2,8,3939,11,7,4223,9,10,4046,0.8,0.8,1,3,6,12,4268,2,5,4023,8,7,4288,0.8,0.8,1
line,fusion_id,3,9,8,3507,9,7,4276,5,6,4001,0.8,0.8,1,3,8,7,3870,7,11,4202,4,11,3485,0.8,0.8,1
line,fusion_id,3,6,12,4204,9,9,3932,9,5,3989,0.8,0.8,1,3,7,6,3029,10,10,5176,6,5,3508,0.8,0.8,1
line,fusion_id,3,5,7,3546,11,7,3061,9,4,3106,0.8,0.8,1,3,7,9,3683,10,8,3290,10,7,4456,0.8,0.8,1
line,fusion_id,3,11,8,4700,11,8,3687,5,9,2903,0.8,0.8,1,3,6,12,3977,5,13,4140,4,6,4843,0.8,0.8,1
line,fusion_id,3,8,4,4035,10,12,2990,8,4,4774,0.8,0.8,1,3,5,9,3288,7,4,3171,6,11,3039,0.8,0.8,1
line,fusion_id,3,15,8,4119,10,9,4508,5,15,3670,0.8,0.8,1,3,8,12,3430,6,5,3441,9,5,3609,0.8,0.8,1
line,fusion_id,3,7,7,3074,13,13,5279,7,4,3930,0.8,0.8,1,3,10,5,3167,7,7,4694,8,7,3800,0.8,0.8,1
line,fusion_id,3,11,10,4257,6,5,3361,18,12,4066,0.8,0.8,1,3,6,8,3121,11,7,4091,8,5,3720,0.8,0.8,1
line,fusion_id,3,7,3,4788,8,3,3729,10,7,4422,0.8,0.8,1,3,7,7,3570,12,3,4497,10,6,4853,0.8,0.8,1
line,fusion_id,3,7,11,5180,9,10,3215,6,8,3559,0.8,0.8,1,3,7,10,4285,12,9,4145,8,4,2967,0.8,0.8,1
line,fusion_id,3,8,12,3966,9,5,4701,7,12,2963,0.8,0.8,1,3,4,10,3649,10,9,3832,7,5,4333,0.8,0.8,1
line,fusion_id,3,10,7,4297,7,9,4380,4,11,5711,0.8,0.8,1,3,1,8,4830,5,14,3242,12,7,3588,0.8,0.8,1
line,fusion_id,3,6,5,4409,10,6,3924,8,6,4990,0.8,0.8,1,3,5,4,3445,10,9,3698,5,11,4144,0.8,0.8,1
line,fusion_id,3,9,8,4180,8,3,4132,2,7,3918,0.8,0.8,1,3,11,3,4569,7,9,3695,10,9,4739,0.8,0.8,1
line,fusion_id,3,11,6,4103,6,7,3594,2,4,2865,0.8,0.8,1,3,6,7,3481,11,3,4023,6,11,3845,0.8,0.8,1
line,fusion_id,3,7,7,3071,5,14,4665,11,13,4131,0.8,0.8,1,3,12,5,5207,7,11,3882,4,6,4152,0.8,0.8,1
line,fusion_id,3,5,5,3742,4,11,4286,8,8,3744,0.8,0.8,1,3,11,6,4480,6,14,4513,7,3,3825,0.8,0.8,1
line,fusion_id,3,11,3,2683,6,5,3584,8,9,3837,0.8,0.8,1,3,8,9,3297,11,4,4643,5,1,3534,0.8,0.8,1
line,fusion_id,3,10,5,4055,16,9,3340,10,10,3310,0.8,0.8,1,3,9,4,4497,14,12,4021,9,9,3067,0.8,0.8,1
line,fusion_id,3,10,12,3787,5,9,4392,11,5,4488,0.8,0.8,1,3,15,6,4207,6,10,3354,11,8,3602,0.8,0.8,1
line,fusion_id,3,2,5,3994,5,5,4166,9,7,3621,0.8,0.8,1,3,8,8,2988,5,11,4044,9,16,4042,0.8,0.8,1
line,fusion_id,3,8,8,3497,13,5,4856,5,11,3616,0.8,0.8,1,3,10,4,3751,10,10,3708,12,13,2984,0.8,0.8,1
line,fusion_id,3,8,9,4078,6,5,3546,6,8,3419,0.8,0.8,1,3,9,7,3950,4,11,4567,6,7,3777,0.8,0.8,1
line,fusion_id,3,12,9,4140,6,10,5048,4,5,4432,0.8,0.8,1,3,8,4,3997,11,6,3849,12,8,4084,0.8,0.8,1
line,fusion_id,3,11,9,3691,12,7,3484,6,7,4093,0.8,0.8,1,3,7,14,3109,5,8,3889,1,12,4152,0.8,0.8,1
line,fusion_id,3,12,5,3559,11,11,3357,6,10,3959,0.8,0.8,1,3,4,3,4199,7,6,4280,8,7,3262,0.8,0.8,1
line,fusion_id,3,3,11,3120,8,16,3990,6,10,4602,0.8,0.8,1,3,12,11,4351,11,9,4559,11,7,4382,0.8,0.8,1
line,fusion_id,3,6,14,4354,10,8,4038,8,7,4021,0.8,0.8,1,3,7,10,3538,6,6,3761,12,8,3205,0.8,0.8,1
line,fusion_id,3,10,5,5172,6,5,3304,5,17,3948,0.8,0.8,1,3,9,5,3676,14,11,5388,11,17,4302,0.8,0.8,1
line,fusion_id,3,9,9,3962,3,9,3373,6,6,4352,0.8,0.8,1,3,8,3,4174,7,11,3622,6,6,4766,0.8,0.8,1
line,fusion_id,3,11,9,3626,9,9,3835,9,13,3810,0.8,0.8,1,3,7,6,4334,6,10,4503,4,12,5039,0.8,0.8,1
line,fusion_id,3,4,13,3792,5,10,4315,10,7,3914,0.8,0.8,1,3,3,7,3943,11,4,3790,12,3,4226,0.8,0.8,1
line,fusion_id,3,12,7,3965,9,6,3479,9,6,4430,0.8,0.8,1,3,4,11,2689,11,4,3616,7,9,4396,0.8,0.8,1
line,fusion_id,3,9,12,3460,10,14,4608,7,7,3712,0.8,0.8,1,3,4,7,5523,3,12,3357,7,9,2980,0.8,0.8,1
line,fusion_id,3,11,8,4353,7,5,4184,6,8,3309,0.8,0.8,1,3,7,8,4432,7,5,3099,6,3,3799,0.8,0.8,1
line,fusion_id,3,10,11,2975,5,11,3843,9,8,3496,0.8,0.8,1,3,16,5,4287,7,11,3810,6,12,4656,0.8,0.8,1
line,fusion_id,3,9,10,4600,9,6,4223,9,5,3375,0.8,0.8,1,3,6,10,2583,6,12,4002,8,4,4343,0.8,0.8,1
line,fusion_id,3,14,4,3515,10,6,3307,16,10,5241,0.8,0.8,1,3,6,9,4818,8,0,2546,10,6,4624,0.8,0.8,1
line,fusion_id,3,6,6,4237,6,5,3937,12,13,4492,0.8,0.8,1,3,7,6,3516,17,5,4182,10,7,4150,0.8,0.8,1
line,fusion_id,3,8,6,3206,6,4,3935,3,6,4202,0.8,0.8,1,3,8,6,4352,12,6,3762,9,6,3128,0.8,0.8,1
line,fusion_id,3,11,6,3350,14,6,4301,14,8,3461,0.8,0.8,1,3,8,8,3058,9,8,4605,6,13,4113,0.8,0.8,1
line,fusion_id,3,9,8,4410,8,20,4782,10,6,4495,0.8,0.8,1,3,15,4,4796,7,13,4834,7,12,4237,0.8,0.8,1
line,fusion_id,3,8,8,4258,9,5,3741,6,6,4469,0.8,0.8,1,3,11,9,3829,5,8,3772,6,8,4802,0.8,0.8,1
line,fusion_id,3,11,9,3059,13,7,3462,7,12,4574,0.8,0.8,1,3,7,8,4515,4,6,3731,5,2,3972,0.8,0.8,1
line,fusion_id,3,10,17,3696,9,4,4194,3,2,3754,0.8,0.8,1,3,8,7,3148,4,4,4163,8,6,3546,0.8,0.8,1
line,fusion_id,3,10,11,4346,11,8,4040,8,11,3627,0.8,0.8,1,3,8,8,3773,8,6,4253,3,5,4678,0.8,0.8,1
line,fusion_id,3,8,11,4956,8,4,4348,6,8,3998,0.8,0.8,1,3,4,11,4591,11,6,3587,4,8,3720,0.8,0.8,1
line,fusion_id,3,10,6,3670,6,2,4081,5,5,4320,0.8,0.8,1,3,11,3,4057,7,7,3995,9,7,5365,0.8,0.8,1
line,fusion_id,3,8,5,3546,3,7,4089,8,9,3861,0.8,0.8,1,3,11,6,4157,8,6,3048,3,9,4408,0.8,0.8,1
line,fusion_id,3,9,7,4380,13,7,4341,5,12,4397,0.8,0.8,1,3,5,11,4722,3,6,3582,10,5,3275,0.8,0.8,1
line,fusion_id,3,9,7,4056,12,4,5449,9,7,4695,0.8,0.8,1,3,10,6,4026,6,6,3190,9,8,4225,0.8,0.8,1
line,fusion_id,3,2,10,3611,9,10,4123,7,11,5423,0.8,0.8,1,3,10,5,3167,9,10,3627,12,6,3751,0.8,0.8,1
line,fusion_id,3,5,10,3949,9,9,3969,10,6,4635,0.8,0.8,1,3,8,8,3422,9,9,3366,5,6,3936,0.8,0.8,1
line,fusion_id,3,5,7,3644,7,9,4076,7,5,3752,0.8,0.8,1,3,7,10,3902,5,8,4250,11,7,3752,0.8,0.8,1
line,fusion_id,3,9,6,3856,7,8,3835,5,13,4128,0.8,0.8,1,3,5,8,4916,9,9,4741,6,4,3719,0.8,0.8,1
line,fusion_id,3,6,8,3973,13,10,4177,9,7,4146,0.8,0.8,1,3,8,6,3694,11,11,3704,7,10,3041,0.8,0.8,1
line,fusion_id,3,7,7,4439,12,6,4462,14,6,4125,0.8,0.8,1,3,5,6,3533,6,9,3786,6,9,3567,0.8,0.8,1
line,fusion_id,3,10,10,3030,15,8,4304,8,9,4276,0.8,0.8,1,3,9,9,3363,4,16,4423,3,9,3770,0.8,0.8,1
line,fusion_id,3,5,6,4618,4,11,3663,8,3,4332,0.8,0.8,1,3,5,6,3154,6,7,4210,7,5,3833,0.8,0.8,1
line,fusion_id,3,9,2,3188,5,7,4051,5,3,3573,0.8,0.8,1,3,3,6,3647,12,9,3872,7,12,4233,0.8,0.8,1
line,fusion_id,3,4,10,2790,7,5,4213,6,9,4313,0.8,0.8,1,3,8,6,4255,4,16,4890,12,4,2957,0.8,0.8,1
line,fusion_id,3,8,8,3592,6,5,4244,10,9,3299,0.8,0.8,1,3,6,6,5213,8,7,3434,9,5,3886,0.8,0.8,1
line,fusion_id,3,7,8,2520,15,9,3532,7,11,4511,0.8,0.8,1,3,7,9,3966,12,5,4377,7,10,3295,0.8,0.8,1
line,fusion_id,3,7,8,4406,5,3,4233,8,6,4079,0.8,0.8,1,3,7,7,3519,10,7,3890,9,9,4165,0.8,0.8,1
line,fusion_id,3,11,10,4976,8,13,5032,5,13,3818,0.8,0.8,1,3,7,4,3109,7,8,2982,5,9,3406,0.8,0.8,1
line,fusion_id,3,8,7,3918,13,5,3373,10,7,4479,0.8,0.8,1,3,8,8,3733,10,13,3701,8,9,4056,0.8,0.8,1
line,fusion_id,3,6,10,3734,12,7,4114,7,6,4502,0.8,0.8,1,3,6,9,3005,8,5,3610,8,7,3777,0.8,0.8,1
line,fusion_id,3,11,7,3238,7,4,4208,7,15,3191,0.8,0.8,1,3,6,4,4160,8,12,3130,8,7,4054,0.8,0.8,1
line,fusion_id,3,10,8,3774,9,8,3619,3,13,3888,0.8,0.8,1,3,9,8,4052,4,6,3695,12,9,3841,0.8,0.8,1
line,fusion_id,3,11,6,4337,8,4,4313,13,11,3005,0.8,0.8,1,3,8,10,3825,9,10,3838,7,8,5045,0.8,0.8,1
line,fusion_id,3,7,11,3951,7,14,3807,9,3,3535,0.8,0.8,1,3,5,4,3694,15,8,3932,8,11,4305,0.8,0.8,1
line,fusion_id,3,8,10,4505,4,7,3532,5,10,4275,0.8,0.8,1,3,6,3,2568,13,10,4432,6,10,4175,0.8,0.8,1
line,fusion_id,3,6,6,4239,10,8,3246,6,5,3110,0.8,0.8,1,3,8,3,3297,5,8,3750,5,9,3518,0.8,0.8,1
line,fusion_id,3,9,8,3691,4,10,3836,9,7,4576,0.8,0.8,1,3,9,10,4652,12,7,4540,7,4,4055,0.8,0.8,1
line,fusion_id,3,9,9,3668,5,3,3604,13,8,4839,0.8,0.8,1,3,10,8,3545,9,5,4590,10,3,3611,0.8,0.8,1
line,fusion_id,3,8,10,3211,9,9,4084,6,3,4458,0.8,0.8,1,3,4,6,3091,5,9,5255,10,10,4392,0.8,0.8,1
line,fusion_id,3,8,7,3698,4,8,2935,7,6,4040,0.8,0.8,1,3,4,4,2938,14,10,4222,5,6,3462,0.8,0.8,1
line,fusion_id,3,15,10,3554,12,13,4126,13,3,6100,0.8,0.8,1,3,7,12,4522,9,8,4665,6,9,5132,0.8,0.8,1
line,fusion_id,3,4,8,4455,13,9,3488,11,9,4355,0.8,0.8,1,3,9,15,3323,6,10,4145,7,4,3076,0.8,0.8,1
line,fusion_id,3,15,7,4079,8,8,4592,6,3,4351,0.8,0.8,1,3,13,5,4040,15,9,4039,6,7,3720,0.8,0.8,1
line,fusion_id,3,6,4,3750,6,6,3500,8,13,3783,0.8,0.8,1,3,7,10,4171,6,15,3931,20,3,3752,0.8,0.8,1
line,fusion_id,3,6,5,4661,12,7,3255,3,8,4551,0.8,0.8,1,3,8,10,4167,0,3,3274,6,9,5382,0.8,0.8,1
line,fusion_id,3,11,7,4985,13,9,3801,7,11,3972,0.8,0.8,1,3,13,13,4235,13,6,4263,13,6,4063,0.8,0.8,1
line,fusion_id,3,10,5,4179,5,6,3354,7,4,2749,0.8,0.8,1,3,10,10,4250,7,9,3879,6,6,3940,0.8,0.8,1
line,fusion_id,3,12,17,4188,4,5,3455,5,4,4088,0.8,0.8,1,3,12,7,3151,10,13,3726,6,14,4121,0.8,0.8,1
line,fusion_id,3,4,5,3870,7,7,2648,12,6,3679,0.8,0.8,1,3,6,18,4861,7,11,4645,6,5,3922,0.8,0.8,1
line,fusion_id,3,10,11,3798,20,6,4043,7,3,2634,0.8,0.8,1,3,13,12,3504,5,9,4318,3,9,3719,0.8,0.8,1
line,fusion_id,3,3,8,4090,4,8,3179,5,8,4131,0.8,0.8,1,3,6,8,4605,7,8,5017,9,6,3752,0.8,0.8,1
line,fusion_id,3,3,4,4080,10,7,4163,4,6,4152,0.8,0.8,1,3,3,10,3379,9,14,3899,4,10,4467,0.8,0.8,1
line,fusion_id,3,6,9,3854,9,2,3898,5,7,3768,0.8,0.8,1,3,7,4,5327,11,4,4028,8,10,3976,0.8,0.8,1
line,fusion_id,3,5,6,3445,2,14,4076,12,10,4329,0.8,0.8,1,3,11,8,3864,12,8,4278,2,3,4320,0.8,0.8,1
line,fusion_id,3,12,7,5047,6,13,3709,5,7,3297,0.8,0.8,1,3,7,10,3675,11,9,4375,11,6,4236,0.8,0.8,1
line,fusion_id,3,10,6,3470,9,7,3638,11,9,4782,0.8,0.8,1,3,10,5,4455,10,5,3246,12,11,5782,0.8,0.8,1
line,fusion_id,3,10,10,3439,7,6,4115,6,10,3744,0.8,0.8,1,3,6,6,4036,10,10,3911,2,9,3900,0.8,0.8,1
line,fusion_id,3,6,5,4397,11,14,4553,8,6,4170,0.8,0.8,1,3,12,9,3818,13,11,4575,7,12,3632,0.8,0.8,1
line,fusion_id,3,9,5,3807,7,4,3095,5,7,3259,0.8,0.8,1,3,5,9,4176,11,2,3162,9,8,4142,0.8,0.8,1
line,fusion_id,3,5,10,3767,8,8,4154,6,4,3571,0.8,0.8,1,3,7,7,4207,10,11,3929,8,9,3859,0.8,0.8,1
line,fusion_id,3,10,4,2857,6,8,4493,10,7,3324,0.8,0.8,1,3,9,6,4135,13,6,4413,8,6,3801,0.8,0.8,1
line,fusion_id,3,13,13,4581,5,9,4310,9,7,4354,0.8,0.8,1,3,10,10,4399,7,6,4086,13,5,4098,0.8,0.8,1
line,fusion_id,3,3,7,4454,14,11,3641,11,8,3846,0.8,0.8,1,3,4,8,4071,10,6,3968,8,4,3375,0.8,0.8,1
line,fusion_id,3,14,8,4124,10,11,3341,10,5,3336,0.8,0.8,1,3,9,8,4316,8,13,3882,10,5,3370,0.8,0.8,1
line,fusion_id,3,3,12,4901,3,3,3692,14,9,4782,0.8,0.8,1,3,7,6,3338,3,10,4780,11,8,4741,0.8,0.8,1
line,fusion_id,3,3,11,2649,7,5,3937,4,9,3905,0.8,0.8,1,3,15,4,3652,3,9,3463,11,13,3919,0.8,0.8,1
line,fusion_id,3,5,7,3192,6,12,3581,8,4,4557,0.8,0.8,1,3,11,8,3331,12,5,4668,6,7,4278,0.8,0.8,1
line,fusion_id,3,11,5,3273,11,12,3553,11,5,4266,0.8,0.8,1,3,7,7,3248,15,8,4631,9,3,2813,0.8,0.8,1
line,fusion_id,3,2,11,5096,13,12,4431,12,10,4610,0.8,0.8,1,3,12,8,4173,4,7,3617,5,12,4686,0.8,0.8,1
line,fusion_id,3,4,16,4791,12,7,4365,3,4,3914,0.8,0.8,1,3,9,8,3792,5,8,2906,5,9,3470,0.8,0.8,1
line,fusion_id,3,8,10,3706,12,9,3960,5,10,5121,0.8,0.8,1,3,6,6,4100,10,6,5563,10,6,4015,0.8,0.8,1
line,fusion_id,3,10,6,3104,6,10,3232,8,8,3903,0.8,0.8,1,3,7,9,2968,5,1,3911,11,5,4237,0.8,0.8,1
line,fusion_id,3,8,10,4407,11,13,4578,7,12,4472,0.8,0.8,1,3,10,16,4426,4,6,4261,7,8,3891,0.8,0.8,1
line,fusion_id,3,8,6,3696,8,10,3295,12,7,3419,0.8,0.8,1,3,12,14,5113,6,9,4277,12,8,3554,0.8,0.8,1
line,fusion_id,3,12,11,3003,8,6,3576,7,4,3868,0.8,0.8,1,3,7,9,5594,7,2,4735,12,10,4284,0.8,0.8,1
line,fusion_id,3,5,4,3683,8,9,4885,9,8,4382,0.8,0.8,1,3,12,11,3228,7,4,3823,10,6,3628,0.8,0.8,1
line,fusion_id,3,3,4,3505,6,5,3629,5,4,3556,0.8,0.8,1,3,9,8,4632,9,8,3704,7,7,4690,0.8,0.8,1
line,fusion_id,3,3,6,3707,10,5,4218,5,9,2926,0.8,0.8,1,3,5,4,4727,12,3,3908,8,5,4509,0.8,0.8,1
line,fusion_id,3,10,6,3776,6,7,3503,9,9,4911,0.8,0.8,1,3,8,6,3682,8,3,2944,9,3,4135,0.8,0.8,1
line,fusion_id,3,7,1,4408,10,8,4315,9,6,3456,0.8,0.8,1,3,10,10,4256,12,6,4077,6,12,3831,0.8,0.8,1
line,fusion_id,3,9,4,3637,6,9,3746,5,11,4977,0.8,0.8,1,3,13,2,4295,3,10,4448,4,5,3806,0.8,0.8,1
line,fusion_id,3,2,7,3580,15,9,4116,5,7,3897,0.8,0.8,1,3,8,7,3552,11,6,4080,9,7,3906,0.8,0.8,1
line,fusion_id,3,12,3,3860,8,13,4202,5,8,2972,0.8,0.8,1,3,9,8,4524,5,11,4246,7,8,3806,0.8,0.8,1
line,fusion_id,3,9,8,3314,11,11,2912,9,6,3943,0.8,0.8,1,3,7,4,3535,11,4,3749,9,6,4256,0.8,0.8,1
line,fusion_id,3,2,3,4143,4,2,4377,5,10,4178,0.8,0.8,1,3,6,12,4261,9,5,4681,8,5,3606,0.8,0.8,1
line,fusion_id,3,9,4,3466,8,8,4120,3,6,3492,0.8,0.8,1,3,5,7,3892,4,7,3344,10,8,2708,0.8,0.8,1
line,fusion_id,3,10,6,2991,9,11,3357,11,9,3258,0.8,0.8,1,3,7,12,3103,6,9,3234,5,4,3755,0.8,0.8,1
line,fusion_id,3,10,6,4594,7,7,4744,7,8,4170,0.8,0.8,1,3,5,11,3653,6,6,5101,5,6,3591,0.8,0.8,1
line,fusion_id,3,7,6,4277,7,12,4440,6,4,3933,0.8,0.8,1,3,1,13,3165,12,8,3651,11,8,4466,0.8,0.8,1
line,fusion_id,3,5,5,3951,11,13,3544,8,11,4842,0.8,0.8,1,3,9,5,3601,7,10,4237,13,5,5328,0.8,0.8,1
line,fusion_id,3,5,9,3730,9,2,3974,5,6,3851,0.8,0.8,1,3,10,9,4820,13,8,3119,3,8,3996,0.8,0.8,1
line,fusion_id,3,9,6,3769,3,9,3666,5,8,4242,0.8,0.8,1,3,5,8,3259,9,9,3547,11,8,3121,0.8,0.8,1
line,fusion_id,3,9,9,4292,8,7,3917,4,12,3906,0.8,0.8,1,3,11,6,3927,14,9,3623,13,7,4391,0.8,0.8,1
line,fusion_id,3,6,9,3937,8,7,4574,6,6,4157,0.8,0.8,1,3,9,3,3084,7,5,4124,7,1,4996,0.8,0.8,1
line,fusion_id,3,9,8,4193,11,14,4683,8,11,4001,0.8,0.8,1,3,9,5,4090,6,7,4288,14,8,4176,0.8,0.8,1
line,fusion_id,3,11,10,3691,6,11,5383,5,9,3902,0.8,0.8,1,3,7,9,3512,14,7,3363,10,15,3783,0.8,0.8,1
line,fusion_id,3,6,9,3306,8,8,3173,8,4,4597,0.8,0.8,1,3,6,18,3148,13,8,4516,5,10,3864,0.8,0.8,1
line,fusion_id,3,5,7,4092,8,5,3880,9,10,4271,0.8,0.8,1,3,3,5,3790,6,7,4192,8,11,4070,0.8,0.8,1
line,fusion_id,3,6,9,3281,15,8,3673,8,3,4583,0.8,0.8,1,3,15,17,2856,9,8,3752,6,8,5125,0.8,0.8,1
line,fusion_id,3,18,4,3721,11,6,3909,9,2,2359,0.8,0.8,1,3,12,6,3083,4,5,4494,8,8,3616,0.8,0.8,1
line,fusion_id,3,4,7,3354,5,7,3706,13,7,3265,0.8,0.8,1,3,6,13,4227,7,11,3861,8,9,3687,0.8,0.8,1
line,fusion_id,3,6,4,4207,9,8,4436,2,10,4296,0.8,0.8,1,3,5,6,4055,5,9,3679,6,3,3560,0.8,0.8,1
line,fusion_id,3,4,6,4626,18,8,3938,3,8,3629,0.8,0.8,1,3,7,6,4263,11,9,2990,11,6,3756,0.8,0.8,1
line,fusion_id,3,4,7,5323,8,6,4364,9,10,3716,0.8,0.8,1,3,8,9,4548,5,6,4326,9,10,4128,0.8,0.8,1
line,fusion_id,3,7,4,4472,5,9,3463,7,13,5620,0.8,0.8,1,3,11,12,3795,5,7,5463,10,9,2965,0.8,0.8,1
line,fusion_id,3,2,9,2704,10,7,5417,6,6,5259,0.8,0.8,1,3,10,12,3536,12,12,3670,11,10,3935,0.8,0.8,1
line,fusion_id,3,6,9,3728,8,4,3943,9,14,4081,0.8,0.8,1,3,10,9,3867,6,9,4004,5,2,3168,0.8,0.8,1
line,fusion_id,3,7,12,4536,5,4,4499,5,4,4221,0.8,0.8,1,3,7,3,4076,6,8,4739,7,6,3675,0.8,0.8,1
line,fusion_id,3,14,13,3273,8,2,2599,12,15,4191,0.8,0.8,1,3,9,13,4659,9,7,3488,8,6,4260,0.8,0.8,1
line,fusion_id,3,8,8,3685,2,8,3844,7,8,3706,0.8,0.8,1,3,7,11,3531,4,6,4615,11,10,3817,0.8,0.8,1
line,fusion_id,3,9,9,3444,7,6,3995,7,11,5502,0.8,0.8,1,3,3,9,4405,6,10,4710,8,11,3149,0.8,0.8,1
line,fusion_id,3,11,7,3686,13,4,3946,8,6,4265,0.8,0.8,1,3,9,7,4417,5,8,4049,6,5,3199,0.8,0.8,1
line,fusion_id,3,11,5,4023,5,9,3865,12,6,4634,0.8,0.8,1,3,4,8,3794,11,10,4175,9,8,4453,0.8,0.8,1
line,fusion_id,3,5,7,4955,11,12,4659,8,4,3656,0.8,0.8,1,3,8,8,4651,9,7,3573,7,10,4781,0.8,0.8,1
line,fusion_id,3,10,8,3961,9,4,3933,11,7,4235,0.8,0.8,1,3,12,6,4559,2,9,4012,4,8,3311,0.8,0.8,1
line,fusion_id,3,8,6,3922,5,10,4058,8,6,5005,0.8,0.8,1,3,3,9,4503,5,3,4003,10,5,3697,0.8,0.8,1
line,fusion_id,3,10,10,4779,5,9,3236,5,13,4494,0.8,0.8,1,3,7,9,4013,4,4,5032,7,10,4072,0.8,0.8,1
line,fusion_id,3,8,8,3905,5,10,4522,5,7,3895,0.8,0.8,1,3,8,8,5512,4,10,3259,10,8,3339,0.8,0.8,1
line,fusion_id,3,7,9,3832,9,9,3977,12,8,3870,0.8,0.8,1,3,11,2,3771,9,5,3828,13,6,4428,0.8,0.8,1
line,fusion_id,3,9,9,3050,9,10,3339,9,7,4095,0.8,0.8,1,3,14,5,4601,9,17,3674,11,7,4184,0.8,0.8,1
line,fusion_id,3,3,5,4697,10,7,5157,7,4,3506,0.8,0.8,1,3,14,5,3589,4,4,4542,12,7,3551,0.8,0.8,1
line,fusion_id,3,13,7,4548,9,14,3809,7,10,4273,0.8,0.8,1,3,6,11,3351,9,11,4127,5,7,3720,0.8,0.8,1
line,fusion_id,3,11,8,4850,4,12,4427,9,9,3508,0.8,0.8,1,3,16,11,4361,12,6,4441,4,6,4184,0.8,0.8,1
line,fusion_id,3,11,3,2979,2,12,3320,6,8,4516,0.8,0.8,1,3,10,5,3575,5,11,3309,7,3,3636,0.8,0.8,1
line,fusion_id,3,11,7,3483,4,14,3840,6,7,3939,0.8,0.8,1,3,11,12,5556,8,9,5496,5,11,3990,0.8,0.8,1
line,fusion_id,3,12,2,4408,9,9,3462,4,1,3538,0.8,0.8,1,3,11,7,5357,8,6,4197,7,7,3961,0.8,0.8,1
line,fusion_id,3,7,1,3904,3,7,3190,6,6,4420,0.8,0.8,1,3,10,6,4927,9,5,3801,4,9,3722,0.8,0.8,1
line,fusion_id,3,15,8,3831,7,9,4482,7,4,3822,0.8,0.8,1,3,6,9,3805,5,6,3363,9,10,4704,0.8,0.8,1
line,fusion_id,3,11,6,4677,8,5,3618,5,7,3814,0.8,0.8,1,3,8,7,3915,9,7,4721,11,10,3524,0.8,0.8,1
line,fusion_id,3,5,10,3634,11,10,3666,8,8,5054,0.8,0.8,1,3,6,10,3990,8,7,3945,8,8,3276,0.8,0.8,1
line,fusion_id,3,9,10,3581,9,7,4613,6,7,3987,0.8,0.8,1,3,11,6,4798,15,5,2934,7,9,4432,0.8,0.8,1
line,fusion_id,3,9,12,3209,4,8,3718,9,10,3701,0.8,0.8,1,3,4,7,3724,13,8,4682,9,4,3223,0.8,0.8,1
line,fusion_id,3,7,5,3018,9,3,4540,4,9,4943,0.8,0.8,1,3,8,1,3555,7,8,5075,7,5,2899,0.8,0.8,1
